chrom	chrom_key	start	end	window_length	ALE-RETROFIT_bp	ALE-RETROFIT_density	BIANCA_bp	BIANCA_density	IVANA-ORYCO_bp	IVANA-ORYCO_density	SIRE_bp	SIRE_density	TAR-TORK_bp	TAR-TORK_density	Unknown_bp	Unknown_density	GENE_bp	GENE_density
CP002684.1	1	17700000	18700000	1000000	7704	0.007704	0	0.0	16441	0.016441	736	0.000736	9387	0.009387	3506	0.003506	3361394	3.361394
CP002684.1	1	17800000	18800000	1000000	12641	0.012641	4815	0.004815	12350	0.01235	736	0.000736	9387	0.009387	2933	0.002933	3303985	3.303985
CP002684.1	1	17900000	18900000	1000000	13546	0.013546	4815	0.004815	17104	0.017104	736	0.000736	9387	0.009387	2843	0.002843	3226456	3.226456
CP002684.1	1	18000000	19000000	1000000	12681	0.012681	4815	0.004815	17104	0.017104	6002	0.006002	5199	0.005199	2207	0.002207	3111961	3.111961
CP002684.1	1	18100000	19100000	1000000	10977	0.010977	4815	0.004815	14423	0.014423	6002	0.006002	0	0.0	2207	0.002207	3026340	3.02634
CP002684.1	1	18200000	19200000	1000000	6475	0.006475	4815	0.004815	14423	0.014423	6002	0.006002	0	0.0	1967	0.001967	2943735	2.943735
CP002684.1	1	18300000	19300000	1000000	7806	0.007806	4815	0.004815	9690	0.00969	6002	0.006002	0	0.0	1640	0.00164	2875871	2.875871
CP002684.1	1	18400000	19400000	1000000	7806	0.007806	4815	0.004815	9507	0.009507	5817	0.005817	0	0.0	1449	0.001449	2823926	2.823926
CP002684.1	1	18500000	19500000	1000000	11989	0.011989	4815	0.004815	4874	0.004874	5817	0.005817	0	0.0	1720	0.00172	2718377	2.718377
CP002684.1	1	18600000	19600000	1000000	11989	0.011989	4815	0.004815	4874	0.004874	5817	0.005817	305	0.000305	1885	0.001885	2680872	2.680872
CP002684.1	1	18700000	19700000	1000000	11989	0.011989	4815	0.004815	4874	0.004874	6033	0.006033	305	0.000305	1885	0.001885	2704512	2.704512
CP002684.1	1	18800000	19800000	1000000	7052	0.007052	0	0.0	4754	0.004754	6033	0.006033	305	0.000305	1561	0.001561	2640804	2.640804
CP002684.1	1	18900000	19900000	1000000	6147	0.006147	0	0.0	0	0.0	6033	0.006033	305	0.000305	1299	0.001299	2579835	2.579835
CP002684.1	1	19000000	20000000	1000000	6247	0.006247	0	0.0	0	0.0	216	0.000216	305	0.000305	824	0.000824	2552001	2.552001
CP002684.1	1	19100000	20100000	1000000	10158	0.010158	0	0.0	0	0.0	216	0.000216	305	0.000305	824	0.000824	2475707	2.475707
CP002684.1	1	19200000	20200000	1000000	10158	0.010158	0	0.0	0	0.0	216	0.000216	305	0.000305	824	0.000824	2410446	2.410446
CP002684.1	1	19300000	20300000	1000000	9008	0.009008	0	0.0	0	0.0	216	0.000216	305	0.000305	689	0.000689	2354929	2.354929
CP002684.1	1	19400000	20400000	1000000	9110	0.00911	0	0.0	0	0.0	216	0.000216	305	0.000305	689	0.000689	2277831	2.277831
CP002684.1	1	19500000	20500000	1000000	4592	0.004592	0	0.0	0	0.0	216	0.000216	305	0.000305	1299	0.001299	2234976	2.234976
CP002684.1	1	19600000	20600000	1000000	4592	0.004592	0	0.0	0	0.0	216	0.000216	640	0.00064	1571	0.001571	2141483	2.141483
CP002684.1	1	19700000	20700000	1000000	4870	0.00487	0	0.0	0	0.0	0	0.0	640	0.00064	1571	0.001571	2037038	2.037038
CP002684.1	1	19800000	20800000	1000000	4870	0.00487	0	0.0	0	0.0	0	0.0	640	0.00064	1571	0.001571	2051246	2.051246
CP002684.1	1	19900000	20900000	1000000	5188	0.005188	0	0.0	0	0.0	0	0.0	640	0.00064	1744	0.001744	2087212	2.087212
CP002684.1	1	20000000	21000000	1000000	5088	0.005088	0	0.0	0	0.0	0	0.0	640	0.00064	1744	0.001744	2094233	2.094233
CP002684.1	1	20100000	21100000	1000000	1073	0.001073	0	0.0	220	0.00022	0	0.0	640	0.00064	1744	0.001744	2100449	2.100449
CP002684.1	1	20200000	21200000	1000000	1189	0.001189	0	0.0	220	0.00022	0	0.0	860	0.00086	1744	0.001744	2080473	2.080473
CP002684.1	1	20300000	21300000	1000000	5895	0.005895	122	0.000122	361	0.000361	0	0.0	860	0.00086	1613	0.001613	2048527	2.048527
CP002684.1	1	20400000	21400000	1000000	10665	0.010665	122	0.000122	361	0.000361	0	0.0	994	0.000994	1747	0.001747	2023915	2.023915
CP002684.1	1	20500000	21500000	1000000	10471	0.010471	122	0.000122	1059	0.001059	0	0.0	994	0.000994	744	0.000744	2027928	2.027928
CP002684.1	1	20600000	21600000	1000000	14171	0.014171	122	0.000122	3620	0.00362	0	0.0	354	0.000354	307	0.000307	2031448	2.031448
CP002684.1	1	20700000	21700000	1000000	13893	0.013893	122	0.000122	3867	0.003867	0	0.0	354	0.000354	469	0.000469	2033063	2.033063
CP002684.1	1	20800000	21800000	1000000	20450	0.02045	122	0.000122	3867	0.003867	0	0.0	754	0.000754	469	0.000469	2026513	2.026513
CP002684.1	1	20900000	21900000	1000000	25932	0.025932	122	0.000122	3867	0.003867	0	0.0	1302	0.001302	587	0.000587	1987236	1.987236
CP002684.1	1	21000000	22000000	1000000	25932	0.025932	122	0.000122	3867	0.003867	0	0.0	1302	0.001302	587	0.000587	1954767	1.954767
CP002684.1	1	21100000	22100000	1000000	30792	0.030792	122	0.000122	6004	0.006004	0	0.0	1302	0.001302	917	0.000917	1942323	1.942323
CP002684.1	1	21200000	22200000	1000000	35139	0.035139	122	0.000122	6004	0.006004	0	0.0	1082	0.001082	1141	0.001141	1918300	1.9183
CP002684.1	1	21300000	22300000	1000000	30252	0.030252	0	0.0	9373	0.009373	0	0.0	1082	0.001082	1141	0.001141	1921242	1.921242
CP002684.1	1	21400000	22400000	1000000	31070	0.03107	0	0.0	9373	0.009373	0	0.0	948	0.000948	1597	0.001597	1933427	1.933427
CP002684.1	1	21500000	22500000	1000000	31070	0.03107	0	0.0	8675	0.008675	0	0.0	948	0.000948	1597	0.001597	1957989	1.957989
CP002684.1	1	21600000	22600000	1000000	32057	0.032057	0	0.0	6114	0.006114	0	0.0	948	0.000948	1597	0.001597	1965136	1.965136
CP002684.1	1	21700000	22700000	1000000	36655	0.036655	0	0.0	8389	0.008389	0	0.0	948	0.000948	1749	0.001749	1992099	1.992099
CP002684.1	1	21800000	22800000	1000000	30245	0.030245	0	0.0	8389	0.008389	0	0.0	548	0.000548	1749	0.001749	1988281	1.988281
CP002684.1	1	21900000	22900000	1000000	24445	0.024445	0	0.0	8389	0.008389	0	0.0	0	0.0	1458	0.001458	1974738	1.974738
CP002684.1	1	22000000	23000000	1000000	25855	0.025855	4786	0.004786	8389	0.008389	0	0.0	0	0.0	1895	0.001895	1966699	1.966699
CP002684.1	1	22100000	23100000	1000000	20995	0.020995	4786	0.004786	6032	0.006032	0	0.0	0	0.0	1565	0.001565	1966612	1.966612
CP002684.1	1	22200000	23200000	1000000	20945	0.020945	4786	0.004786	9759	0.009759	0	0.0	5097	0.005097	2099	0.002099	1963094	1.963094
CP002684.1	1	22300000	23300000	1000000	21303	0.021303	4786	0.004786	6249	0.006249	0	0.0	5097	0.005097	2099	0.002099	1956570	1.95657
CP002684.1	1	22400000	23400000	1000000	15613	0.015613	4786	0.004786	6249	0.006249	0	0.0	5097	0.005097	1834	0.001834	1952039	1.952039
CP002684.1	1	22500000	23500000	1000000	15613	0.015613	4786	0.004786	6249	0.006249	0	0.0	5097	0.005097	1834	0.001834	1937092	1.937092
CP002684.1	1	22600000	23600000	1000000	10926	0.010926	4786	0.004786	6249	0.006249	0	0.0	5097	0.005097	1834	0.001834	1898018	1.898018
CP002684.1	1	22700000	23700000	1000000	6504	0.006504	4786	0.004786	3727	0.003727	0	0.0	5097	0.005097	1520	0.00152	1836924	1.836924
CP002684.1	1	22800000	23800000	1000000	6357	0.006357	4786	0.004786	3727	0.003727	0	0.0	5097	0.005097	1520	0.00152	1778892	1.778892
CP002684.1	1	22900000	23900000	1000000	6357	0.006357	4786	0.004786	3727	0.003727	0	0.0	5097	0.005097	1634	0.001634	1731968	1.731968
CP002684.1	1	23000000	24000000	1000000	4947	0.004947	0	0.0	3727	0.003727	0	0.0	5097	0.005097	1349	0.001349	1672404	1.672404
CP002684.1	1	23100000	24100000	1000000	4947	0.004947	0	0.0	3727	0.003727	0	0.0	5097	0.005097	1529	0.001529	1619205	1.619205
CP002684.1	1	23200000	24200000	1000000	534	0.000534	0	0.0	0	0.0	0	0.0	0	0.0	771	0.000771	1610757	1.610757
CP002684.1	1	23300000	24300000	1000000	817	0.000817	145	0.000145	0	0.0	0	0.0	0	0.0	771	0.000771	1573600	1.5736
CP002684.1	1	23400000	24400000	1000000	817	0.000817	145	0.000145	0	0.0	0	0.0	0	0.0	618	0.000618	1504752	1.504752
CP002684.1	1	23500000	24500000	1000000	817	0.000817	145	0.000145	0	0.0	0	0.0	319	0.000319	618	0.000618	1414277	1.414277
CP002684.1	1	23600000	24600000	1000000	817	0.000817	145	0.000145	0	0.0	0	0.0	319	0.000319	618	0.000618	1383988	1.383988
CP002684.1	1	23700000	24700000	1000000	641	0.000641	145	0.000145	0	0.0	0	0.0	319	0.000319	618	0.000618	1355600	1.3556
CP002684.1	1	23800000	24800000	1000000	641	0.000641	145	0.000145	0	0.0	0	0.0	319	0.000319	618	0.000618	1336314	1.336314
CP002684.1	1	23900000	24900000	1000000	641	0.000641	145	0.000145	0	0.0	0	0.0	319	0.000319	504	0.000504	1350167	1.350167
CP002684.1	1	24000000	25000000	1000000	744	0.000744	145	0.000145	0	0.0	0	0.0	319	0.000319	612	0.000612	1355143	1.355143
CP002684.1	1	24100000	25100000	1000000	744	0.000744	145	0.000145	0	0.0	0	0.0	319	0.000319	432	0.000432	1340572	1.340572
CP002684.1	1	24200000	25200000	1000000	744	0.000744	145	0.000145	0	0.0	0	0.0	319	0.000319	432	0.000432	1318804	1.318804
CP002684.1	1	24300000	25300000	1000000	298	0.000298	0	0.0	0	0.0	0	0.0	319	0.000319	432	0.000432	1311890	1.31189
CP002684.1	1	24400000	25400000	1000000	298	0.000298	0	0.0	0	0.0	0	0.0	319	0.000319	260	0.00026	1326594	1.326594
CP002684.1	1	24500000	25500000	1000000	298	0.000298	0	0.0	0	0.0	0	0.0	0	0.0	260	0.00026	1362624	1.362624
CP002684.1	1	24600000	25600000	1000000	298	0.000298	0	0.0	0	0.0	0	0.0	0	0.0	260	0.00026	1368715	1.368715
CP002684.1	1	24700000	25700000	1000000	298	0.000298	0	0.0	0	0.0	0	0.0	0	0.0	260	0.00026	1370151	1.370151
CP002684.1	1	24800000	25800000	1000000	563	0.000563	0	0.0	0	0.0	0	0.0	0	0.0	370	0.00037	1382203	1.382203
CP002684.1	1	24900000	25900000	1000000	563	0.000563	0	0.0	0	0.0	0	0.0	0	0.0	370	0.00037	1356602	1.356602
CP002684.1	1	25000000	26000000	1000000	460	0.00046	0	0.0	0	0.0	0	0.0	0	0.0	110	0.00011	1373306	1.373306
CP002684.1	1	25100000	26100000	1000000	460	0.00046	0	0.0	0	0.0	0	0.0	0	0.0	110	0.00011	1382355	1.382355
CP002684.1	1	25200000	26200000	1000000	460	0.00046	0	0.0	0	0.0	0	0.0	0	0.0	110	0.00011	1376443	1.376443
CP002684.1	1	25300000	26300000	1000000	1684	0.001684	0	0.0	0	0.0	0	0.0	0	0.0	110	0.00011	1355078	1.355078
CP002684.1	1	25400000	26400000	1000000	6338	0.006338	0	0.0	0	0.0	0	0.0	0	0.0	518	0.000518	1345552	1.345552
CP002684.1	1	25500000	26500000	1000000	6338	0.006338	0	0.0	0	0.0	0	0.0	406	0.000406	518	0.000518	1346452	1.346452
CP002684.1	1	25600000	26600000	1000000	6338	0.006338	0	0.0	0	0.0	0	0.0	406	0.000406	518	0.000518	1345425	1.345425
CP002684.1	1	25700000	26700000	1000000	6338	0.006338	0	0.0	0	0.0	0	0.0	406	0.000406	518	0.000518	1356530	1.35653
CP002684.1	1	25800000	26800000	1000000	6073	0.006073	0	0.0	0	0.0	0	0.0	406	0.000406	408	0.000408	1345521	1.345521
CP002684.1	1	25900000	26900000	1000000	6073	0.006073	0	0.0	0	0.0	0	0.0	406	0.000406	408	0.000408	1376731	1.376731
CP002684.1	1	26000000	27000000	1000000	6073	0.006073	0	0.0	0	0.0	0	0.0	406	0.000406	408	0.000408	1356331	1.356331
CP002684.1	1	26100000	27100000	1000000	6073	0.006073	0	0.0	0	0.0	0	0.0	406	0.000406	408	0.000408	1281849	1.281849
CP002684.1	1	26200000	27200000	1000000	6073	0.006073	0	0.0	0	0.0	0	0.0	406	0.000406	408	0.000408	1221146	1.221146
CP002684.1	1	26300000	27300000	1000000	4654	0.004654	0	0.0	0	0.0	0	0.0	406	0.000406	408	0.000408	1173577	1.173577
CP002684.1	1	26400000	27400000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	406	0.000406	0	0.0	1122069	1.122069
CP002684.1	1	26500000	27500000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1054254	1.054254
CP002684.1	1	26600000	27600000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	986441	0.986441
CP002684.1	1	26700000	27700000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	925088	0.925088
CP002684.1	1	26800000	27800000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	879758	0.879758
CP002684.1	1	26900000	27900000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	806564	0.806564
CP002684.1	1	27000000	28000000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	761425	0.761425
CP002684.1	1	27100000	28100000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	772862	0.772862
CP002684.1	1	27200000	28200000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	783857	0.783857
CP002684.1	1	27300000	28300000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	784729	0.784729
CP002684.1	1	27400000	28400000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	743439	0.743439
CP002684.1	1	27500000	28500000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	725299	0.725299
CP002684.1	1	27600000	28600000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	720610	0.72061
CP002684.1	1	27700000	28700000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	725629	0.725629
CP002684.1	1	27800000	28800000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	711866	0.711866
CP002684.1	1	27900000	28900000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	697188	0.697188
CP002684.1	1	28000000	29000000	1000000	586	0.000586	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	675179	0.675179
CP002684.1	1	28100000	29100000	1000000	586	0.000586	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	681424	0.681424
CP002684.1	1	28200000	29200000	1000000	586	0.000586	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	680673	0.680673
CP002684.1	1	28300000	29300000	1000000	586	0.000586	0	0.0	0	0.0	0	0.0	0	0.0	164	0.000164	665225	0.665225
CP002684.1	1	28400000	29400000	1000000	586	0.000586	0	0.0	0	0.0	0	0.0	0	0.0	164	0.000164	686114	0.686114
CP002684.1	1	28500000	29500000	1000000	586	0.000586	0	0.0	0	0.0	0	0.0	0	0.0	164	0.000164	676689	0.676689
CP002684.1	1	28600000	29600000	1000000	586	0.000586	0	0.0	0	0.0	0	0.0	0	0.0	164	0.000164	681114	0.681114
CP002684.1	1	28700000	29700000	1000000	586	0.000586	0	0.0	0	0.0	0	0.0	0	0.0	164	0.000164	694615	0.694615
CP002684.1	1	28800000	29800000	1000000	586	0.000586	0	0.0	0	0.0	0	0.0	0	0.0	164	0.000164	707326	0.707326
CP002684.1	1	28900000	29900000	1000000	586	0.000586	0	0.0	0	0.0	0	0.0	0	0.0	164	0.000164	721755	0.721755
CP002684.1	1	29000000	30000000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	164	0.000164	744175	0.744175
CP002684.1	1	29100000	30100000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	164	0.000164	756760	0.75676
CP002684.1	1	29200000	30200000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	164	0.000164	760006	0.760006
CP002684.1	1	29300000	30300000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	769735	0.769735
CP002684.1	1	29400000	30400000	1000000	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	789939	0.789939
CP002684.1	1	29500000	30427671	927671	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	755142	0.8140191943048775
CP002684.1	1	29600000	30427671	827671	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	679257	0.8206847890043266
CP002684.1	1	29700000	30427671	727671	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	591764	0.8132301548364577
CP002684.1	1	29800000	30427671	627671	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	513410	0.8179603645859057
CP002684.1	1	29900000	30427671	527671	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	432494	0.8196281395035921
CP002684.1	1	30000000	30427671	427671	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	344678	0.8059419507050981
CP002684.1	1	30100000	30427671	327671	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	252986	0.7720732075771124
CP002684.1	1	30200000	30427671	227671	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	172266	0.756644456254859
CP002684.1	1	30300000	30427671	127671	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	102135	0.7999859012618371
CP002684.1	1	30400000	30427671	27671	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	23031	0.8323154204763109
CP002685.1	1	0	1000000	1000000	5964	0.005964	10709	0.010709	484	0.000484	0	0.0	4956	0.004956	1429	0.001429	3722888	3.722888
CP002685.1	1	100000	1100000	1000000	5335	0.005335	4281	0.004281	301	0.000301	0	0.0	4372	0.004372	1677	0.001677	3685413	3.685413
CP002685.1	1	200000	1200000	1000000	3763	0.003763	4281	0.004281	301	0.000301	0	0.0	3651	0.003651	1575	0.001575	3629273	3.629273
CP002685.1	1	300000	1300000	1000000	3148	0.003148	4281	0.004281	569	0.000569	0	0.0	3416	0.003416	1575	0.001575	3506377	3.506377
CP002685.1	1	400000	1400000	1000000	5322	0.005322	12198	0.012198	569	0.000569	0	0.0	3395	0.003395	2857	0.002857	3463860	3.46386
CP002685.1	1	500000	1500000	1000000	5157	0.005157	12198	0.012198	569	0.000569	0	0.0	3395	0.003395	2857	0.002857	3426889	3.426889
CP002685.1	1	600000	1600000	1000000	10723	0.010723	12198	0.012198	569	0.000569	0	0.0	3743	0.003743	3265	0.003265	3444983	3.444983
CP002685.1	1	700000	1700000	1000000	12408	0.012408	15507	0.015507	569	0.000569	1158	0.001158	3743	0.003743	3427	0.003427	3403905	3.403905
CP002685.1	1	800000	1800000	1000000	12634	0.012634	18698	0.018698	779	0.000779	1930	0.00193	4003	0.004003	3844	0.003844	3320362	3.320362
CP002685.1	1	900000	1900000	1000000	12160	0.01216	18698	0.018698	478	0.000478	1930	0.00193	4419	0.004419	4191	0.004191	3213319	3.213319
CP002685.1	1	1000000	2000000	1000000	15176	0.015176	14417	0.014417	4847	0.004847	1930	0.00193	8288	0.008288	3835	0.003835	3140516	3.140516
CP002685.1	1	1100000	2100000	1000000	16672	0.016672	15496	0.015496	4847	0.004847	1930	0.00193	13026	0.013026	3965	0.003965	3080963	3.080963
CP002685.1	1	1200000	2200000	1000000	20550	0.02055	19398	0.019398	4847	0.004847	4314	0.004314	17448	0.017448	5017	0.005017	3012067	3.012067
CP002685.1	1	1300000	2300000	1000000	20550	0.02055	22671	0.022671	5876	0.005876	17666	0.017666	21573	0.021573	6952	0.006952	2987833	2.987833
CP002685.1	1	1400000	2400000	1000000	17083	0.017083	14754	0.014754	13253	0.013253	17666	0.017666	26258	0.026258	5670	0.00567	2942879	2.942879
CP002685.1	1	1500000	2500000	1000000	19201	0.019201	14754	0.014754	13253	0.013253	17666	0.017666	26258	0.026258	5670	0.00567	2944735	2.944735
CP002685.1	1	1600000	2600000	1000000	13635	0.013635	14754	0.014754	13253	0.013253	17666	0.017666	28549	0.028549	6248	0.006248	2908946	2.908946
CP002685.1	1	1700000	2700000	1000000	11950	0.01195	14019	0.014019	13253	0.013253	16508	0.016508	34493	0.034493	7797	0.007797	2902834	2.902834
CP002685.1	1	1800000	2800000	1000000	21658	0.021658	10828	0.010828	13954	0.013954	15736	0.015736	34370	0.03437	7968	0.007968	2936294	2.936294
CP002685.1	1	1900000	2900000	1000000	25710	0.02571	10828	0.010828	14584	0.014584	15736	0.015736	38927	0.038927	7451	0.007451	2942299	2.942299
CP002685.1	1	2000000	3000000	1000000	27553	0.027553	10828	0.010828	11595	0.011595	18261	0.018261	32703	0.032703	7385	0.007385	2961986	2.961986
CP002685.1	1	2100000	3100000	1000000	30030	0.03003	9749	0.009749	11724	0.011724	18261	0.018261	28463	0.028463	7007	0.007007	2910694	2.910694
CP002685.1	1	2200000	3200000	1000000	25475	0.025475	8391	0.008391	11724	0.011724	15877	0.015877	29720	0.02972	6296	0.006296	2871060	2.87106
CP002685.1	1	2300000	3300000	1000000	25891	0.025891	5118	0.005118	10427	0.010427	2525	0.002525	25830	0.02583	4361	0.004361	2854507	2.854507
CP002685.1	1	2400000	3400000	1000000	28196	0.028196	5118	0.005118	3816	0.003816	2525	0.002525	21406	0.021406	4361	0.004361	2868701	2.868701
CP002685.1	1	2500000	3500000	1000000	27043	0.027043	5118	0.005118	3816	0.003816	2525	0.002525	22110	0.02211	4505	0.004505	2821724	2.821724
CP002685.1	1	2600000	3600000	1000000	27043	0.027043	5118	0.005118	3816	0.003816	2655	0.002655	19471	0.019471	3640	0.00364	2739939	2.739939
CP002685.1	1	2700000	3700000	1000000	32376	0.032376	2544	0.002544	3816	0.003816	2655	0.002655	18603	0.018603	2313	0.002313	2705447	2.705447
CP002685.1	1	2800000	3800000	1000000	22442	0.022442	2544	0.002544	5427	0.005427	2655	0.002655	18466	0.018466	1725	0.001725	2621984	2.621984
CP002685.1	1	2900000	3900000	1000000	18492	0.018492	2544	0.002544	4797	0.004797	3104	0.003104	14865	0.014865	1725	0.001725	2581123	2.581123
CP002685.1	1	3000000	4000000	1000000	13633	0.013633	2544	0.002544	3417	0.003417	7094	0.007094	14311	0.014311	2210	0.00221	2533999	2.533999
CP002685.1	1	3100000	4100000	1000000	9411	0.009411	2544	0.002544	3288	0.003288	10389	0.010389	17628	0.017628	3302	0.003302	2524423	2.524423
CP002685.1	1	3200000	4200000	1000000	9733	0.009733	0	0.0	7363	0.007363	10389	0.010389	16206	0.016206	4180	0.00418	2508528	2.508528
CP002685.1	1	3300000	4300000	1000000	9748	0.009748	0	0.0	10077	0.010077	15783	0.015783	22160	0.02216	5662	0.005662	2460082	2.460082
CP002685.1	1	3400000	4400000	1000000	7153	0.007153	0	0.0	9311	0.009311	15783	0.015783	21519	0.021519	5954	0.005954	2416151	2.416151
CP002685.1	1	3500000	4500000	1000000	7510	0.00751	8579	0.008579	15298	0.015298	15783	0.015783	20815	0.020815	7328	0.007328	2372219	2.372219
CP002685.1	1	3600000	4600000	1000000	7610	0.00761	8579	0.008579	15298	0.015298	16009	0.016009	20986	0.020986	7207	0.007207	2351483	2.351483
CP002685.1	1	3700000	4700000	1000000	5554	0.005554	10334	0.010334	19527	0.019527	16009	0.016009	17228	0.017228	7453	0.007453	2325141	2.325141
CP002685.1	1	3800000	4800000	1000000	5554	0.005554	10334	0.010334	17005	0.017005	16571	0.016571	18779	0.018779	7898	0.007898	2319292	2.319292
CP002685.1	1	3900000	4900000	1000000	5574	0.005574	10334	0.010334	20832	0.020832	16122	0.016122	17407	0.017407	7898	0.007898	2329378	2.329378
CP002685.1	1	4000000	5000000	1000000	5574	0.005574	15130	0.01513	20832	0.020832	9733	0.009733	17859	0.017859	6678	0.006678	2290080	2.29008
CP002685.1	1	4100000	5100000	1000000	10658	0.010658	15130	0.01513	20832	0.020832	8125	0.008125	23002	0.023002	5695	0.005695	2299565	2.299565
CP002685.1	1	4200000	5200000	1000000	10451	0.010451	15130	0.01513	16757	0.016757	8125	0.008125	18745	0.018745	4731	0.004731	2331315	2.331315
CP002685.1	1	4300000	5300000	1000000	10020	0.01002	15130	0.01513	14043	0.014043	2731	0.002731	12556	0.012556	3249	0.003249	2354137	2.354137
CP002685.1	1	4400000	5400000	1000000	14773	0.014773	24834	0.024834	14043	0.014043	2731	0.002731	12450	0.01245	4121	0.004121	2353849	2.353849
CP002685.1	1	4500000	5500000	1000000	13693	0.013693	16255	0.016255	8056	0.008056	2731	0.002731	12450	0.01245	3010	0.00301	2388730	2.38873
CP002685.1	1	4600000	5600000	1000000	18217	0.018217	16255	0.016255	8056	0.008056	2375	0.002375	12279	0.012279	3360	0.00336	2490010	2.49001
CP002685.1	1	4700000	5700000	1000000	23973	0.023973	14500	0.0145	3827	0.003827	2375	0.002375	10961	0.010961	3959	0.003959	2536141	2.536141
CP002685.1	1	4800000	5800000	1000000	27858	0.027858	15125	0.015125	6961	0.006961	1813	0.001813	9410	0.00941	4502	0.004502	2629152	2.629152
CP002685.1	1	4900000	5900000	1000000	41474	0.041474	15125	0.015125	3134	0.003134	1813	0.001813	14582	0.014582	5562	0.005562	2647605	2.647605
CP002685.1	1	5000000	6000000	1000000	50125	0.050125	10329	0.010329	3134	0.003134	1687	0.001687	18695	0.018695	7676	0.007676	2719598	2.719598
CP002685.1	1	5100000	6100000	1000000	49983	0.049983	10329	0.010329	11243	0.011243	0	0.0	14978	0.014978	8946	0.008946	2772359	2.772359
CP002685.1	1	5200000	6200000	1000000	49868	0.049868	10329	0.010329	11827	0.011827	0	0.0	14978	0.014978	9416	0.009416	2808005	2.808005
CP002685.1	1	5300000	6300000	1000000	49868	0.049868	10948	0.010948	11827	0.011827	0	0.0	14978	0.014978	10011	0.010011	2868619	2.868619
CP002685.1	1	5400000	6400000	1000000	45115	0.045115	1244	0.001244	11827	0.011827	550	0.00055	14978	0.014978	8847	0.008847	2912368	2.912368
CP002685.1	1	5500000	6500000	1000000	58005	0.058005	1244	0.001244	11827	0.011827	550	0.00055	20614	0.020614	9607	0.009607	2897324	2.897324
CP002685.1	1	5600000	6600000	1000000	57489	0.057489	6032	0.006032	11827	0.011827	550	0.00055	20614	0.020614	10288	0.010288	2885948	2.885948
CP002685.1	1	5700000	6700000	1000000	48886	0.048886	6032	0.006032	11827	0.011827	550	0.00055	20754	0.020754	9770	0.00977	2922204	2.922204
CP002685.1	1	5800000	6800000	1000000	51211	0.051211	10207	0.010207	8693	0.008693	550	0.00055	20961	0.020961	9635	0.009635	2914670	2.91467
CP002685.1	1	5900000	6900000	1000000	37473	0.037473	10207	0.010207	13418	0.013418	550	0.00055	20943	0.020943	10172	0.010172	2985234	2.985234
CP002685.1	1	6000000	7000000	1000000	47325	0.047325	10318	0.010318	13809	0.013809	550	0.00055	16378	0.016378	9318	0.009318	3043583	3.043583
CP002685.1	1	6100000	7100000	1000000	42681	0.042681	10318	0.010318	5700	0.0057	550	0.00055	11309	0.011309	7939	0.007939	3064265	3.064265
