chrom	chrom_key	start	end	window_length	Copia_bp	Copia_density	Gypsy_bp	Gypsy_density	GENE_bp	GENE_density
CP002685.1	1	100000	1100000	1000000	15966	0.015966	4559	0.004559	3685413	3.685413
CP002685.1	1	200000	1200000	1000000	13571	0.013571	4559	0.004559	3629273	3.629273
CP002685.1	1	300000	1300000	1000000	12989	0.012989	7396	0.007396	3506377	3.506377
CP002685.1	1	400000	1400000	1000000	24341	0.024341	5261	0.005261	3463860	3.46386
CP002685.1	1	500000	1500000	1000000	24176	0.024176	7265	0.007265	3426889	3.426889
CP002685.1	1	600000	1600000	1000000	30498	0.030498	8732	0.008732	3444983	3.444983
CP002685.1	1	700000	1700000	1000000	36812	0.036812	55780	0.05578	3403905	3.403905
CP002685.1	1	800000	1800000	1000000	41888	0.041888	78801	0.078801	3320362	3.320362
CP002685.1	1	900000	1900000	1000000	41876	0.041876	108872	0.108872	3213319	3.213319
CP002685.1	1	1000000	2000000	1000000	48493	0.048493	125335	0.125335	3140516	3.140516
CP002685.1	1	1100000	2100000	1000000	55936	0.055936	148385	0.148385	3080963	3.080963
CP002685.1	1	1200000	2200000	1000000	71574	0.071574	150527	0.150527	3012067	3.012067
CP002685.1	1	1300000	2300000	1000000	95288	0.095288	148655	0.148655	2987833	2.987833
CP002685.1	1	1400000	2400000	1000000	94684	0.094684	164212	0.164212	2942879	2.942879
CP002685.1	1	1500000	2500000	1000000	96802	0.096802	204480	0.20448	2944735	2.944735
CP002685.1	1	1600000	2600000	1000000	94105	0.094105	226290	0.22629	2908946	2.908946
CP002685.1	1	1700000	2700000	1000000	98020	0.09802	185106	0.185106	2902834	2.902834
CP002685.1	1	1800000	2800000	1000000	104514	0.104514	178726	0.178726	2936294	2.936294
CP002685.1	1	1900000	2900000	1000000	113236	0.113236	220542	0.220542	2942299	2.942299
CP002685.1	1	2000000	3000000	1000000	108325	0.108325	230473	0.230473	2961986	2.961986
CP002685.1	1	2100000	3100000	1000000	105234	0.105234	282146	0.282146	2910694	2.910694
CP002685.1	1	2200000	3200000	1000000	97483	0.097483	361733	0.361733	2871060	2.87106
CP002685.1	1	2300000	3300000	1000000	74152	0.074152	412415	0.412415	2854507	2.854507
CP002685.1	1	2400000	3400000	1000000	65422	0.065422	456084	0.456084	2868701	2.868701
CP002685.1	1	2500000	3500000	1000000	65117	0.065117	464504	0.464504	2821724	2.821724
CP002685.1	1	2600000	3600000	1000000	61743	0.061743	530627	0.530627	2739939	2.739939
CP002685.1	1	2700000	3700000	1000000	62307	0.062307	615723	0.615723	2705447	2.705447
CP002685.1	1	2800000	3800000	1000000	53259	0.053259	681537	0.681537	2621984	2.621984
CP002685.1	1	2900000	3900000	1000000	45527	0.045527	720434	0.720434	2581123	2.581123
CP002685.1	1	3000000	4000000	1000000	43209	0.043209	792215	0.792215	2533999	2.533999
CP002685.1	1	3100000	4100000	1000000	46562	0.046562	764898	0.764898	2524423	2.524423
CP002685.1	1	3200000	4200000	1000000	47871	0.047871	784518	0.784518	2508528	2.508528
CP002685.1	1	3300000	4300000	1000000	63430	0.06343	818427	0.818427	2460082	2.460082
CP002685.1	1	3400000	4400000	1000000	59720	0.05972	818911	0.818911	2416151	2.416151
CP002685.1	1	3500000	4500000	1000000	75313	0.075313	851512	0.851512	2372219	2.372219
CP002685.1	1	3600000	4600000	1000000	75689	0.075689	853973	0.853973	2351483	2.351483
CP002685.1	1	3700000	4700000	1000000	76105	0.076105	806799	0.806799	2325141	2.325141
CP002685.1	1	3800000	4800000	1000000	76141	0.076141	810393	0.810393	2319292	2.319292
CP002685.1	1	3900000	4900000	1000000	78167	0.078167	735571	0.735571	2329378	2.329378
CP002685.1	1	4000000	5000000	1000000	75806	0.075806	701931	0.701931	2290080	2.29008
CP002685.1	1	4100000	5100000	1000000	83442	0.083442	751870	0.75187	2299565	2.299565
CP002685.1	1	4200000	5200000	1000000	73939	0.073939	711661	0.711661	2331315	2.331315
CP002685.1	1	4300000	5300000	1000000	57729	0.057729	690662	0.690662	2354137	2.354137
CP002685.1	1	4400000	5400000	1000000	72952	0.072952	692217	0.692217	2353849	2.353849
CP002685.1	1	4500000	5500000	1000000	56195	0.056195	633085	0.633085	2388730	2.38873
CP002685.1	1	4600000	5600000	1000000	60542	0.060542	578392	0.578392	2490010	2.49001
CP002685.1	1	4700000	5700000	1000000	59595	0.059595	544196	0.544196	2536141	2.536141
CP002685.1	1	4800000	5800000	1000000	65669	0.065669	470421	0.470421	2629152	2.629152
CP002685.1	1	4900000	5900000	1000000	81690	0.08169	447597	0.447597	2647605	2.647605
CP002685.1	1	5000000	6000000	1000000	91646	0.091646	399559	0.399559	2719598	2.719598
CP002685.1	1	5100000	6100000	1000000	95479	0.095479	308282	0.308282	2772359	2.772359
CP002685.1	1	5200000	6200000	1000000	96418	0.096418	264979	0.264979	2808005	2.808005
CP002685.1	1	5300000	6300000	1000000	97632	0.097632	213380	0.21338	2868619	2.868619
CP002685.1	1	5400000	6400000	1000000	82561	0.082561	150540	0.15054	2912368	2.912368
CP002685.1	1	5500000	6500000	1000000	101847	0.101847	127408	0.127408	2897324	2.897324
CP002685.1	1	5600000	6600000	1000000	106800	0.1068	107618	0.107618	2885948	2.885948
CP002685.1	1	5700000	6700000	1000000	97819	0.097819	98355	0.098355	2922204	2.922204
CP002685.1	1	5800000	6800000	1000000	101257	0.101257	89727	0.089727	2914670	2.91467
CP002685.1	1	5900000	6900000	1000000	92763	0.092763	76761	0.076761	2985234	2.985234
CP002685.1	1	6000000	7000000	1000000	97698	0.097698	60681	0.060681	3043583	3.043583
CP002685.1	1	6100000	7100000	1000000	78497	0.078497	58657	0.058657	3064265	3.064265
CP002685.1	1	6200000	7200000	1000000	77292	0.077292	40820	0.04082	3116191	3.116191
CP002685.1	1	6300000	7300000	1000000	82279	0.082279	28448	0.028448	3110559	3.110559
CP002685.1	1	6400000	7400000	1000000	89946	0.089946	30212	0.030212	3103502	3.103502
CP002685.1	1	6500000	7500000	1000000	74395	0.074395	29183	0.029183	3177053	3.177053
CP002685.1	1	6600000	7600000	1000000	65866	0.065866	15140	0.01514	3206077	3.206077
CP002685.1	1	6700000	7700000	1000000	67327	0.067327	14500	0.0145	3219610	3.21961
CP002685.1	1	6800000	7800000	1000000	58036	0.058036	10854	0.010854	3199106	3.199106
CP002685.1	1	6900000	7900000	1000000	52245	0.052245	10922	0.010922	3185589	3.185589
CP002685.1	1	7000000	8000000	1000000	31980	0.03198	10611	0.010611	3170612	3.170612
CP002685.1	1	7100000	8100000	1000000	31770	0.03177	6715	0.006715	3177899	3.177899
CP002685.1	1	7200000	8200000	1000000	32244	0.032244	6715	0.006715	3131838	3.131838
CP002685.1	1	7300000	8300000	1000000	26693	0.026693	6129	0.006129	3134719	3.134719
CP002685.1	1	7400000	8400000	1000000	24267	0.024267	4030	0.00403	3146795	3.146795
CP002685.1	1	7500000	8500000	1000000	21403	0.021403	4030	0.00403	3144797	3.144797
CP002685.1	1	7600000	8600000	1000000	25355	0.025355	3783	0.003783	3124576	3.124576
CP002685.1	1	7700000	8700000	1000000	28191	0.028191	3783	0.003783	3148319	3.148319
CP002685.1	1	7800000	8800000	1000000	25716	0.025716	4328	0.004328	3151129	3.151129
CP002685.1	1	7900000	8900000	1000000	25774	0.025774	4928	0.004928	3152772	3.152772
CP002685.1	1	8000000	9000000	1000000	32291	0.032291	5477	0.005477	3142187	3.142187
CP002685.1	1	8100000	9100000	1000000	40384	0.040384	5619	0.005619	3133420	3.13342
CP002685.1	1	8200000	9200000	1000000	47222	0.047222	15462	0.015462	3163744	3.163744
CP002685.1	1	8300000	9300000	1000000	53857	0.053857	17517	0.017517	3168605	3.168605
CP002685.1	1	8400000	9400000	1000000	63349	0.063349	18725	0.018725	3124466	3.124466
CP002685.1	1	8500000	9500000	1000000	71728	0.071728	18725	0.018725	3098696	3.098696
CP002685.1	1	8600000	9600000	1000000	71694	0.071694	20489	0.020489	3134083	3.134083
CP002685.1	1	8700000	9700000	1000000	70598	0.070598	20489	0.020489	3118032	3.118032
CP002685.1	1	8800000	9800000	1000000	76141	0.076141	20564	0.020564	3138478	3.138478
CP002685.1	1	8900000	9900000	1000000	72790	0.07279	28163	0.028163	3106593	3.106593
CP002685.1	1	9000000	10000000	1000000	88789	0.088789	33675	0.033675	3038498	3.038498
CP002685.1	1	9100000	10100000	1000000	81591	0.081591	36344	0.036344	3009201	3.009201
CP002685.1	1	9200000	10200000	1000000	85009	0.085009	40666	0.040666	2918952	2.918952
CP002685.1	1	9300000	10300000	1000000	77724	0.077724	49255	0.049255	2885982	2.885982
CP002685.1	1	9400000	10400000	1000000	70316	0.070316	59124	0.059124	2925627	2.925627
CP002685.1	1	9500000	10500000	1000000	72873	0.072873	64556	0.064556	2906376	2.906376
CP002685.1	1	9600000	10600000	1000000	73634	0.073634	77170	0.07717	2742040	2.74204
CP002685.1	1	9700000	10700000	1000000	81188	0.081188	87680	0.08768	2644895	2.644895
CP002685.1	1	9800000	10800000	1000000	84200	0.0842	116743	0.116743	2592700	2.5927
CP002685.1	1	9900000	10900000	1000000	86901	0.086901	118403	0.118403	2582654	2.582654
CP002685.1	1	10000000	11000000	1000000	76653	0.076653	120460	0.12046	2573751	2.573751
CP002685.1	1	10100000	11100000	1000000	82783	0.082783	178668	0.178668	2487234	2.487234
CP002685.1	1	10200000	11200000	1000000	89437	0.089437	231966	0.231966	2457271	2.457271
CP002685.1	1	10300000	11300000	1000000	91285	0.091285	245309	0.245309	2420849	2.420849
CP002685.1	1	10400000	11400000	1000000	109714	0.109714	317956	0.317956	2304254	2.304254
CP002685.1	1	10500000	11500000	1000000	112033	0.112033	384661	0.384661	2254573	2.254573
CP002685.1	1	10600000	11600000	1000000	111574	0.111574	430963	0.430963	2287199	2.287199
CP002685.1	1	10700000	11700000	1000000	130238	0.130238	468906	0.468906	2236036	2.236036
CP002685.1	1	10800000	11800000	1000000	129104	0.129104	488045	0.488045	2186197	2.186197
CP002685.1	1	10900000	11900000	1000000	125610	0.12561	549236	0.549236	2103042	2.103042
CP002685.1	1	11000000	12000000	1000000	114219	0.114219	601308	0.601308	2079379	2.079379
CP002685.1	1	11100000	12100000	1000000	116186	0.116186	616925	0.616925	2079666	2.079666
CP002685.1	1	11200000	12200000	1000000	109153	0.109153	639178	0.639178	2067424	2.067424
CP002685.1	1	11300000	12300000	1000000	115765	0.115765	732465	0.732465	1990380	1.99038
CP002685.1	1	11400000	12400000	1000000	92988	0.092988	724544	0.724544	1972173	1.972173
CP002685.1	1	11500000	12500000	1000000	86536	0.086536	736206	0.736206	1933100	1.9331
CP002685.1	1	11600000	12600000	1000000	100473	0.100473	745613	0.745613	1939637	1.939637
CP002685.1	1	11700000	12700000	1000000	85394	0.085394	763914	0.763914	1966673	1.966673
CP002685.1	1	11800000	12800000	1000000	86562	0.086562	815293	0.815293	1933634	1.933634
CP002685.1	1	11900000	12900000	1000000	91521	0.091521	780001	0.780001	1903791	1.903791
CP002685.1	1	12000000	13000000	1000000	93854	0.093854	805323	0.805323	1894491	1.894491
CP002685.1	1	12100000	13100000	1000000	93995	0.093995	807462	0.807462	1891893	1.891893
CP002685.1	1	12200000	13200000	1000000	98845	0.098845	807416	0.807416	1887456	1.887456
CP002685.1	1	12300000	13300000	1000000	102890	0.10289	727683	0.727683	1877383	1.877383
CP002685.1	1	12400000	13400000	1000000	119687	0.119687	707762	0.707762	1890104	1.890104
CP002685.1	1	12500000	13500000	1000000	120780	0.12078	679932	0.679932	1920340	1.92034
CP002685.1	1	12600000	13600000	1000000	112355	0.112355	664598	0.664598	1929587	1.929587
CP002685.1	1	12700000	13700000	1000000	107187	0.107187	691440	0.69144	1900006	1.900006
CP002685.1	1	12800000	13800000	1000000	103613	0.103613	642054	0.642054	1907100	1.9071
CP002685.1	1	12900000	13900000	1000000	102602	0.102602	681324	0.681324	1951199	1.951199
CP002685.1	1	13000000	14000000	1000000	118935	0.118935	699024	0.699024	1938897	1.938897
CP002685.1	1	13100000	14100000	1000000	114978	0.114978	689953	0.689953	1956812	1.956812
CP002685.1	1	13200000	14200000	1000000	111082	0.111082	663483	0.663483	1952717	1.952717
CP002685.1	1	13300000	14300000	1000000	108759	0.108759	722742	0.722742	1996172	1.996172
CP002685.1	1	13400000	14400000	1000000	93781	0.093781	754904	0.754904	1969799	1.969799
CP002685.1	1	13500000	14500000	1000000	95335	0.095335	832276	0.832276	1933257	1.933257
CP002685.1	1	13600000	14600000	1000000	85368	0.085368	833078	0.833078	1895395	1.895395
CP002685.1	1	13700000	14700000	1000000	86568	0.086568	757223	0.757223	1882685	1.882685
CP002685.1	1	13800000	14800000	1000000	82307	0.082307	732651	0.732651	1922792	1.922792
CP002685.1	1	13900000	14900000	1000000	88655	0.088655	745176	0.745176	1905463	1.905463
CP002685.1	1	14000000	15000000	1000000	81936	0.081936	668861	0.668861	1941679	1.941679
CP002685.1	1	14100000	15100000	1000000	78127	0.078127	654830	0.65483	1933991	1.933991
CP002685.1	1	14200000	15200000	1000000	72768	0.072768	664407	0.664407	1940240	1.94024
CP002685.1	1	14300000	15300000	1000000	63285	0.063285	609004	0.609004	1970961	1.970961
CP002685.1	1	14400000	15400000	1000000	68522	0.068522	560119	0.560119	2010286	2.010286
CP002685.1	1	14500000	15500000	1000000	58046	0.058046	531025	0.531025	2036398	2.036398
CP002685.1	1	14600000	15600000	1000000	75068	0.075068	577565	0.577565	2069249	2.069249
CP002685.1	1	14700000	15700000	1000000	94900	0.0949	593532	0.593532	2109909	2.109909
CP002685.1	1	14800000	15800000	1000000	105371	0.105371	620953	0.620953	2127081	2.127081
CP002685.1	1	14900000	15900000	1000000	103608	0.103608	589221	0.589221	2177254	2.177254
CP002685.1	1	15000000	16000000	1000000	104166	0.104166	564348	0.564348	2204838	2.204838
CP002685.1	1	15100000	16100000	1000000	111879	0.111879	534349	0.534349	2271733	2.271733
CP002685.1	1	15200000	16200000	1000000	119497	0.119497	474991	0.474991	2360961	2.360961
CP002685.1	1	15300000	16300000	1000000	119775	0.119775	438699	0.438699	2401161	2.401161
CP002685.1	1	15400000	16400000	1000000	115167	0.115167	425466	0.425466	2473001	2.473001
CP002685.1	1	15500000	16500000	1000000	118131	0.118131	325177	0.325177	2569659	2.569659
CP002685.1	1	15600000	16600000	1000000	118358	0.118358	236323	0.236323	2588925	2.588925
CP002685.1	1	15700000	16700000	1000000	107625	0.107625	218650	0.21865	2657279	2.657279
CP002685.1	1	15800000	16800000	1000000	97242	0.097242	166228	0.166228	2711728	2.711728
CP002685.1	1	15900000	16900000	1000000	95839	0.095839	110167	0.110167	2782254	2.782254
CP002685.1	1	16000000	17000000	1000000	88099	0.088099	108524	0.108524	2841464	2.841464
CP002685.1	1	16100000	17100000	1000000	97726	0.097726	83498	0.083498	2866457	2.866457
CP002685.1	1	16200000	17200000	1000000	84541	0.084541	71012	0.071012	2915166	2.915166
CP002685.1	1	16300000	17300000	1000000	91306	0.091306	72249	0.072249	2919477	2.919477
CP002685.1	1	16400000	17400000	1000000	95592	0.095592	49335	0.049335	2969200	2.9692
CP002685.1	1	16500000	17500000	1000000	95587	0.095587	49456	0.049456	2933944	2.933944
CP002685.1	1	16600000	17600000	1000000	85149	0.085149	33880	0.03388	3011689	3.011689
CP002685.1	1	16700000	17700000	1000000	75547	0.075547	17845	0.017845	3045393	3.045393
CP002685.1	1	16800000	17800000	1000000	79509	0.079509	17764	0.017764	3068234	3.068234
CP002685.1	1	16900000	17900000	1000000	71132	0.071132	18945	0.018945	3103574	3.103574
CP002685.1	1	17000000	18000000	1000000	72205	0.072205	18578	0.018578	3160905	3.160905
CP002685.1	1	17100000	18100000	1000000	62926	0.062926	17581	0.017581	3224828	3.224828
CP002685.1	1	17200000	18200000	1000000	67185	0.067185	16648	0.016648	3245395	3.245395
CP002685.1	1	17300000	18300000	1000000	64769	0.064769	12171	0.012171	3318293	3.318293
CP002685.1	1	17400000	18400000	1000000	55067	0.055067	9532	0.009532	3343582	3.343582
CP002685.1	1	17500000	18500000	1000000	56898	0.056898	5453	0.005453	3406520	3.40652
CP002685.1	1	17600000	18600000	1000000	48924	0.048924	4700	0.0047	3416276	3.416276
CP002685.1	1	17700000	18700000	1000000	37774	0.037774	5030	0.00503	3361394	3.361394
CP002685.1	1	17800000	18800000	1000000	42862	0.042862	3869	0.003869	3303985	3.303985
CP002685.1	1	17900000	18900000	1000000	48431	0.048431	4299	0.004299	3226456	3.226456
CP002685.1	1	18000000	19000000	1000000	48008	0.048008	8235	0.008235	3111961	3.111961
CP002685.1	1	18100000	19100000	1000000	38424	0.038424	8235	0.008235	3026340	3.02634
CP002685.1	1	18200000	19200000	1000000	33682	0.033682	8987	0.008987	2943735	2.943735
CP002685.1	1	18300000	19300000	1000000	29953	0.029953	7122	0.007122	2875871	2.875871
CP002685.1	1	18400000	19400000	1000000	29394	0.029394	6749	0.006749	2823926	2.823926
CP002685.1	1	18500000	19500000	1000000	29215	0.029215	6749	0.006749	2718377	2.718377
CP002685.1	1	18600000	19600000	1000000	29685	0.029685	6949	0.006949	2680872	2.680872
CP002685.1	1	18700000	19698289	998289	29901	0.029952248296835886	6879	0.006890790141932847	2700517	2.705145503957271
CP002685.1	1	18800000	19698289	898289	19705	0.021936147498188223	6879	0.007657891836591564	2439638	2.7158720634450604
CP002685.1	1	18900000	19698289	798289	13784	0.017266929645779912	5268	0.006599113854756861	2179994	2.730833069226809
CP002685.1	1	19000000	19698289	698289	7492	0.010729082084924723	1212	0.001735671047374368	1927845	2.7608125002685133
CP002685.1	1	19100000	19698289	598289	7388	0.01234854727397629	1212	0.0020257768402895593	1650608	2.7588807415814096
CP002685.1	1	19200000	19698289	498289	7388	0.014826737094336821	460	0.000923159050270024	1373769	2.7569723594139144
CP002685.1	1	19300000	19698289	398289	5791	0.014539693539113559	460	0.0011549402569490997	1094741	2.748609677897205
CP002685.1	1	19400000	19698289	298289	5791	0.019414058178477918	460	0.001542128606820902	806206	2.7027681208492433
CP002685.1	1	19500000	19698289	198289	686	0.0034595968510608252	460	0.0023198462849679004	570226	2.875731886287187
CP002685.1	1	19600000	19698289	98289	216	0.002197600952293746	260	0.0026452604055387683	279139	2.8399820936218703
CP002686.1	1	0	1000000	1000000	23542	0.023542	56852	0.056852	3722888	3.722888
CP002686.1	1	100000	1100000	1000000	15966	0.015966	4559	0.004559	3685413	3.685413
CP002686.1	1	200000	1200000	1000000	13571	0.013571	4559	0.004559	3629273	3.629273
CP002686.1	1	300000	1300000	1000000	12989	0.012989	7396	0.007396	3506377	3.506377
CP002686.1	1	400000	1400000	1000000	24341	0.024341	5261	0.005261	3463860	3.46386
CP002686.1	1	500000	1500000	1000000	24176	0.024176	7265	0.007265	3426889	3.426889
CP002686.1	1	600000	1600000	1000000	30498	0.030498	8732	0.008732	3444983	3.444983
CP002686.1	1	700000	1700000	1000000	36812	0.036812	55780	0.05578	3403905	3.403905
CP002686.1	1	800000	1800000	1000000	41888	0.041888	78801	0.078801	3320362	3.320362
CP002686.1	1	900000	1900000	1000000	41876	0.041876	108872	0.108872	3213319	3.213319
CP002686.1	1	1000000	2000000	1000000	48493	0.048493	125335	0.125335	3140516	3.140516
CP002686.1	1	1100000	2100000	1000000	55936	0.055936	148385	0.148385	3080963	3.080963
CP002686.1	1	1200000	2200000	1000000	71574	0.071574	150527	0.150527	3012067	3.012067
CP002686.1	1	1300000	2300000	1000000	95288	0.095288	148655	0.148655	2987833	2.987833
CP002686.1	1	1400000	2400000	1000000	94684	0.094684	164212	0.164212	2942879	2.942879
CP002686.1	1	1500000	2500000	1000000	96802	0.096802	204480	0.20448	2944735	2.944735
CP002686.1	1	1600000	2600000	1000000	94105	0.094105	226290	0.22629	2908946	2.908946
CP002686.1	1	1700000	2700000	1000000	98020	0.09802	185106	0.185106	2902834	2.902834
CP002686.1	1	1800000	2800000	1000000	104514	0.104514	178726	0.178726	2936294	2.936294
CP002686.1	1	1900000	2900000	1000000	113236	0.113236	220542	0.220542	2942299	2.942299
CP002686.1	1	2000000	3000000	1000000	108325	0.108325	230473	0.230473	2961986	2.961986
CP002686.1	1	2100000	3100000	1000000	105234	0.105234	282146	0.282146	2910694	2.910694
CP002686.1	1	2200000	3200000	1000000	97483	0.097483	361733	0.361733	2871060	2.87106
CP002686.1	1	2300000	3300000	1000000	74152	0.074152	412415	0.412415	2854507	2.854507
CP002686.1	1	2400000	3400000	1000000	65422	0.065422	456084	0.456084	2868701	2.868701
CP002686.1	1	2500000	3500000	1000000	65117	0.065117	464504	0.464504	2821724	2.821724
CP002686.1	1	2600000	3600000	1000000	61743	0.061743	530627	0.530627	2739939	2.739939
CP002686.1	1	2700000	3700000	1000000	62307	0.062307	615723	0.615723	2705447	2.705447
CP002686.1	1	2800000	3800000	1000000	53259	0.053259	681537	0.681537	2621984	2.621984
CP002686.1	1	2900000	3900000	1000000	45527	0.045527	720434	0.720434	2581123	2.581123
CP002686.1	1	3000000	4000000	1000000	43209	0.043209	792215	0.792215	2533999	2.533999
CP002686.1	1	3100000	4100000	1000000	46562	0.046562	764898	0.764898	2524423	2.524423
CP002686.1	1	3200000	4200000	1000000	47871	0.047871	784518	0.784518	2508528	2.508528
CP002686.1	1	3300000	4300000	1000000	63430	0.06343	818427	0.818427	2460082	2.460082
CP002686.1	1	3400000	4400000	1000000	59720	0.05972	818911	0.818911	2416151	2.416151
CP002686.1	1	3500000	4500000	1000000	75313	0.075313	851512	0.851512	2372219	2.372219
CP002686.1	1	3600000	4600000	1000000	75689	0.075689	853973	0.853973	2351483	2.351483
CP002686.1	1	3700000	4700000	1000000	76105	0.076105	806799	0.806799	2325141	2.325141
CP002686.1	1	3800000	4800000	1000000	76141	0.076141	810393	0.810393	2319292	2.319292
CP002686.1	1	3900000	4900000	1000000	78167	0.078167	735571	0.735571	2329378	2.329378
CP002686.1	1	4000000	5000000	1000000	75806	0.075806	701931	0.701931	2290080	2.29008
CP002686.1	1	4100000	5100000	1000000	83442	0.083442	751870	0.75187	2299565	2.299565
CP002686.1	1	4200000	5200000	1000000	73939	0.073939	711661	0.711661	2331315	2.331315
CP002686.1	1	4300000	5300000	1000000	57729	0.057729	690662	0.690662	2354137	2.354137
CP002686.1	1	4400000	5400000	1000000	72952	0.072952	692217	0.692217	2353849	2.353849
CP002686.1	1	4500000	5500000	1000000	56195	0.056195	633085	0.633085	2388730	2.38873
CP002686.1	1	4600000	5600000	1000000	60542	0.060542	578392	0.578392	2490010	2.49001
CP002686.1	1	4700000	5700000	1000000	59595	0.059595	544196	0.544196	2536141	2.536141
CP002686.1	1	4800000	5800000	1000000	65669	0.065669	470421	0.470421	2629152	2.629152
CP002686.1	1	4900000	5900000	1000000	81690	0.08169	447597	0.447597	2647605	2.647605
CP002686.1	1	5000000	6000000	1000000	91646	0.091646	399559	0.399559	2719598	2.719598
CP002686.1	1	5100000	6100000	1000000	95479	0.095479	308282	0.308282	2772359	2.772359
CP002686.1	1	5200000	6200000	1000000	96418	0.096418	264979	0.264979	2808005	2.808005
CP002686.1	1	5300000	6300000	1000000	97632	0.097632	213380	0.21338	2868619	2.868619
CP002686.1	1	5400000	6400000	1000000	82561	0.082561	150540	0.15054	2912368	2.912368
CP002686.1	1	5500000	6500000	1000000	101847	0.101847	127408	0.127408	2897324	2.897324
CP002686.1	1	5600000	6600000	1000000	106800	0.1068	107618	0.107618	2885948	2.885948
CP002686.1	1	5700000	6700000	1000000	97819	0.097819	98355	0.098355	2922204	2.922204
CP002686.1	1	5800000	6800000	1000000	101257	0.101257	89727	0.089727	2914670	2.91467
CP002686.1	1	5900000	6900000	1000000	92763	0.092763	76761	0.076761	2985234	2.985234
CP002686.1	1	6000000	7000000	1000000	97698	0.097698	60681	0.060681	3043583	3.043583
CP002686.1	1	6100000	7100000	1000000	78497	0.078497	58657	0.058657	3064265	3.064265
CP002686.1	1	6200000	7200000	1000000	77292	0.077292	40820	0.04082	3116191	3.116191
CP002686.1	1	6300000	7300000	1000000	82279	0.082279	28448	0.028448	3110559	3.110559
CP002686.1	1	6400000	7400000	1000000	89946	0.089946	30212	0.030212	3103502	3.103502
CP002686.1	1	6500000	7500000	1000000	74395	0.074395	29183	0.029183	3177053	3.177053
CP002686.1	1	6600000	7600000	1000000	65866	0.065866	15140	0.01514	3206077	3.206077
CP002686.1	1	6700000	7700000	1000000	67327	0.067327	14500	0.0145	3219610	3.21961
CP002686.1	1	6800000	7800000	1000000	58036	0.058036	10854	0.010854	3199106	3.199106
CP002686.1	1	6900000	7900000	1000000	52245	0.052245	10922	0.010922	3185589	3.185589
CP002686.1	1	7000000	8000000	1000000	31980	0.03198	10611	0.010611	3170612	3.170612
CP002686.1	1	7100000	8100000	1000000	31770	0.03177	6715	0.006715	3177899	3.177899
CP002686.1	1	7200000	8200000	1000000	32244	0.032244	6715	0.006715	3131838	3.131838
CP002686.1	1	7300000	8300000	1000000	26693	0.026693	6129	0.006129	3134719	3.134719
CP002686.1	1	7400000	8400000	1000000	24267	0.024267	4030	0.00403	3146795	3.146795
CP002686.1	1	7500000	8500000	1000000	21403	0.021403	4030	0.00403	3144797	3.144797
CP002686.1	1	7600000	8600000	1000000	25355	0.025355	3783	0.003783	3124576	3.124576
CP002686.1	1	7700000	8700000	1000000	28191	0.028191	3783	0.003783	3148319	3.148319
CP002686.1	1	7800000	8800000	1000000	25716	0.025716	4328	0.004328	3151129	3.151129
CP002686.1	1	7900000	8900000	1000000	25774	0.025774	4928	0.004928	3152772	3.152772
CP002686.1	1	8000000	9000000	1000000	32291	0.032291	5477	0.005477	3142187	3.142187
CP002686.1	1	8100000	9100000	1000000	40384	0.040384	5619	0.005619	3133420	3.13342
CP002686.1	1	8200000	9200000	1000000	47222	0.047222	15462	0.015462	3163744	3.163744
CP002686.1	1	8300000	9300000	1000000	53857	0.053857	17517	0.017517	3168605	3.168605
CP002686.1	1	8400000	9400000	1000000	63349	0.063349	18725	0.018725	3124466	3.124466
CP002686.1	1	8500000	9500000	1000000	71728	0.071728	18725	0.018725	3098696	3.098696
CP002686.1	1	8600000	9600000	1000000	71694	0.071694	20489	0.020489	3134083	3.134083
CP002686.1	1	8700000	9700000	1000000	70598	0.070598	20489	0.020489	3118032	3.118032
CP002686.1	1	8800000	9800000	1000000	76141	0.076141	20564	0.020564	3138478	3.138478
CP002686.1	1	8900000	9900000	1000000	72790	0.07279	28163	0.028163	3106593	3.106593
CP002686.1	1	9000000	10000000	1000000	88789	0.088789	33675	0.033675	3038498	3.038498
CP002686.1	1	9100000	10100000	1000000	81591	0.081591	36344	0.036344	3009201	3.009201
CP002686.1	1	9200000	10200000	1000000	85009	0.085009	40666	0.040666	2918952	2.918952
CP002686.1	1	9300000	10300000	1000000	77724	0.077724	49255	0.049255	2885982	2.885982
CP002686.1	1	9400000	10400000	1000000	70316	0.070316	59124	0.059124	2925627	2.925627
CP002686.1	1	9500000	10500000	1000000	72873	0.072873	64556	0.064556	2906376	2.906376
CP002686.1	1	9600000	10600000	1000000	73634	0.073634	77170	0.07717	2742040	2.74204
CP002686.1	1	9700000	10700000	1000000	81188	0.081188	87680	0.08768	2644895	2.644895
CP002686.1	1	9800000	10800000	1000000	84200	0.0842	116743	0.116743	2592700	2.5927
CP002686.1	1	9900000	10900000	1000000	86901	0.086901	118403	0.118403	2582654	2.582654
CP002686.1	1	10000000	11000000	1000000	76653	0.076653	120460	0.12046	2573751	2.573751
CP002686.1	1	10100000	11100000	1000000	82783	0.082783	178668	0.178668	2487234	2.487234
CP002686.1	1	10200000	11200000	1000000	89437	0.089437	231966	0.231966	2457271	2.457271
CP002686.1	1	10300000	11300000	1000000	91285	0.091285	245309	0.245309	2420849	2.420849
CP002686.1	1	10400000	11400000	1000000	109714	0.109714	317956	0.317956	2304254	2.304254
