seqid	ann1_start	ann1_end	ann1_score	ann1_name	ann1_class	ann2_start	ann2_end	ann2_score	ann2_name	ann2_class	overlap_start	overlap_end	overlap_length
CP002685.1	2232250	2232865	3536	TIR_102	DNA/PIF-Harbinger	2232600	2233252	3701	TIR_97	DNA/hAT	2232600	2232865	266
CP002685.1	2232387	2232950	1094	TIR_13	DNA/PIF-Harbinger	2232600	2233252	3701	TIR_97	DNA/hAT	2232600	2232950	351
CP002685.1	2236522	2236873	1609	LTR_218-int	LTR/Copia	2236873	2237030	505	LTR_201-int	LTR/Copia	2236873	2236873	1
CP002685.1	2236873	2237030	505	LTR_201-int	LTR/Copia	2237025	2238590	4285	LTR_194-int	LTR/Copia	2237025	2237030	6
CP002685.1	2244837	2245302	2664	TIR_32	DNA/Crypton	2244986	2245451	2582	TIR_42	Unknown	2244986	2245302	317
CP002685.1	2256123	2256341	1189	Helitron_20	RC/Helitron	2256324	2256594	1127	Helitron_20	RC/Helitron	2256324	2256341	18
CP002685.1	2302799	2306716	8634	LTR_236-int	LTR/Copia	2306637	2306916	1098	LTR_236-int	LTR/Copia	2306637	2306716	80
CP002685.1	2313825	2316406	3318	Denovo_Non_LTR_6	LINE/L1	2314154	2317492	5161	Homology_Non_LTR_14	LINE/L1	2314154	2316406	2253
CP002685.1	2317967	2318270	693	Homology_Non_LTR_13	LINE/L1	2318270	2319698	1986	Homology_Non_LTR_0	LINE/L1	2318270	2318270	1
CP002685.1	2339456	2339657	551	Helitron_33	RC/Helitron	2339650	2339908	470	Helitron_16	RC/Helitron	2339650	2339657	8
CP002685.1	2340027	2340177	407	TIR_3	Unknown	2340048	2340298	1099	Helitron_16	RC/Helitron	2340048	2340177	130
CP002685.1	2349162	2349299	261	TIR_71	DNA/PIF-Harbinger	2349183	2349303	332	TIR_101	DNA/TcMar	2349183	2349299	117
CP002685.1	2358081	2358200	434	TIR_73	DNA/PIF-Harbinger	2358161	2358444	272	TIR_101	DNA/TcMar	2358161	2358200	40
CP002685.1	2366894	2367076	556	LTR_274-int	LTR/Copia	2367076	2369378	5421	LTR_151-int	LTR/Copia	2367076	2367076	1
CP002685.1	2402966	2404659	11303	LTR_150-int	LTR/Gypsy	2404655	2408446	17097	LTR_150-int	LTR/Gypsy	2404655	2404659	5
CP002685.1	2408449	2409248	5106	LTR_85-LTR	LTR/Gypsy	2409248	2410162	4783	LTR_97-LTR	LTR/Gypsy	2409248	2409248	1
CP002685.1	2417791	2417919	333	LTR_234-int	LTR/Gypsy	2417884	2418005	282	LTR_159-int	LTR/Gypsy	2417884	2417919	36
CP002685.1	2419129	2419328	1184	LTR_215-int	LTR/Gypsy	2419327	2420714	6970	LTR_215-int	LTR/Gypsy	2419327	2419328	2
CP002685.1	2455910	2456068	353	TIR_70	DNA/MULE	2456066	2456225	1061	TIR_41	DNA/MULE	2456066	2456068	3
CP002685.1	2461726	2462889	4285	LTR_49-LTR	LTR/Gypsy	2462888	2463440	3301	LTR_171-int	LTR/Gypsy	2462888	2462889	2
CP002685.1	2469091	2469816	3666	LTR_49-LTR	LTR/Gypsy	2469525	2469939	1359	LTR_96-LTR	LTR/Gypsy	2469525	2469816	292
CP002685.1	2469525	2469939	1359	LTR_96-LTR	LTR/Gypsy	2469917	2470261	672	LTR_49-LTR	LTR/Gypsy	2469917	2469939	23
CP002685.1	2481839	2483271	2597	Homology_Non_LTR_9	LINE/L1	2483017	2483343	323	Homology_Non_LTR_24	LINE/L1	2483017	2483271	255
CP002685.1	2489532	2491984	15349	LTR_210-int	LTR/Gypsy	2491981	2492962	7368	LTR_211-int	LTR/Gypsy	2491981	2491984	4
CP002685.1	2491981	2492962	7368	LTR_211-int	LTR/Gypsy	2492956	2494768	13290	LTR_211-int	LTR/Gypsy	2492956	2492962	7
CP002685.1	2501242	2502840	12518	LTR_150-int	LTR/Gypsy	2502839	2504276	9990	LTR_150-int	LTR/Gypsy	2502839	2502840	2
CP002685.1	2504957	2505119	703	LTR_206-int	LTR/Gypsy	2504995	2509508	22067	LTR_146-int	LTR/Gypsy	2504995	2505119	125
CP002685.1	2509512	2510361	6434	LTR_206-int	LTR/Gypsy	2510358	2510643	2042	LTR_205-int	LTR/Gypsy	2510358	2510361	4
CP002685.1	2519670	2519838	753	Helitron_19	RC/Helitron	2519837	2520176	577	TIR_11	Unknown	2519837	2519838	2
CP002685.1	2519837	2520176	577	TIR_11	Unknown	2519968	2520185	501	Helitron_37	RC/Helitron	2519968	2520176	209
CP002685.1	2562810	2564010	9381	LTR_32-LTR	LTR/Gypsy	2564008	2564391	2485	LTR_32-LTR	LTR/Gypsy	2564008	2564010	3
CP002685.1	2564008	2564391	2485	LTR_32-LTR	LTR/Gypsy	2564374	2569432	44465	LTR_160-int	LTR/Gypsy	2564374	2564391	18
CP002685.1	2612555	2613814	1315	Homology_Non_LTR_14	LINE/L1	2613131	2615517	3621	Denovo_Non_LTR_6	LINE/L1	2613131	2613814	684
CP002685.1	2680760	2681645	1632	TIR_110	DNA/CMC-EnSpm	2681642	2682911	25560	TIR_110	DNA/CMC-EnSpm	2681642	2681645	4
CP002685.1	2712873	2714242	8219	TIR_110	DNA/CMC-EnSpm	2714232	2717181	15554	TIR_110	DNA/CMC-EnSpm	2714232	2714242	11
CP002685.1	2746341	2746743	1360	LTR_96-LTR	LTR/Gypsy	2746454	2747183	4052	LTR_49-LTR	LTR/Gypsy	2746454	2746743	290
CP002685.1	2786398	2787148	5072	LTR_113-LTR	LTR/Gypsy	2787145	2787765	2156	LTR_20-LTR	LTR/Gypsy	2787145	2787148	4
CP002685.1	2787145	2787765	2156	LTR_20-LTR	LTR/Gypsy	2787525	2787973	2410	LTR_113-LTR	LTR/Gypsy	2787525	2787765	241
CP002685.1	2789265	2789672	865	LTR_96-LTR	LTR/Gypsy	2789386	2790133	1995	LTR_49-LTR	LTR/Gypsy	2789386	2789672	287
CP002685.1	2796492	2797406	626	LTR_184-int	LTR/Gypsy	2797314	2797430	300	LTR_234-int	LTR/Gypsy	2797314	2797406	93
CP002685.1	2800660	2801458	3211	TIR_69	DNA/CMC-EnSpm	2801456	2802085	2528	TIR_69	DNA/CMC-EnSpm	2801456	2801458	3
CP002685.1	2801456	2802085	2528	TIR_69	DNA/CMC-EnSpm	2802081	2803253	3462	TIR_69	DNA/CMC-EnSpm	2802081	2802085	5
CP002685.1	2804012	2804391	643	TIR_69	DNA/CMC-EnSpm	2804389	2804572	1125	LTR_49-LTR	LTR/Gypsy	2804389	2804391	3
CP002685.1	2820421	2820855	3176	Helitron_5	RC/Helitron	2820855	2821059	496	TIR_25	DNA/TcMar	2820855	2820855	1
CP002685.1	2827404	2828836	8744	LTR_113-LTR	LTR/Gypsy	2828763	2829071	1479	LTR_20-LTR	LTR/Gypsy	2828763	2828836	74
CP002685.1	2838033	2838155	306	LTR_251-int	LTR/Copia	2838078	2838267	279	LTR_179-int	LTR/Copia	2838078	2838155	78
CP002685.1	2840799	2841206	686	LTR_96-LTR	LTR/Gypsy	2840902	2841633	1349	LTR_49-LTR	LTR/Gypsy	2840902	2841206	305
CP002685.1	2844765	2845174	1751	LTR_81-LTR	LTR/Copia	2845063	2845177	275	LTR_203-int	LTR/Copia	2845063	2845174	112
CP002685.1	2870431	2870558	273	TIR_23	DNA/PIF-Harbinger	2870470	2870971	971	TIR_100	DNA/MULE	2870470	2870558	89
CP002685.1	2887407	2887608	765	Helitron_33	RC/Helitron	2887408	2887632	694	TIR_3	Unknown	2887408	2887608	201
CP002685.1	2887407	2887608	765	Helitron_33	RC/Helitron	2887601	2887847	531	Helitron_33	RC/Helitron	2887601	2887608	8
CP002685.1	2887408	2887632	694	TIR_3	Unknown	2887601	2887847	531	Helitron_33	RC/Helitron	2887601	2887632	32
CP002685.1	2890061	2890183	233	TIR_0	DNA/PIF-Harbinger	2890118	2890275	272	TIR_4	DNA/PIF-Harbinger	2890118	2890183	66
CP002685.1	2962294	2962573	2048	TIR_9	Unknown	2962571	2962804	1870	TIR_9	Unknown	2962571	2962573	3
CP002685.1	2969474	2970166	2056	Homology_Non_LTR_10	LINE/L1	2969490	2970263	1716	Homology_Non_LTR_11	LINE/L1	2969490	2970166	677
CP002685.1	2970425	2971433	1456	Homology_Non_LTR_11	LINE/L1	2970678	2971625	1140	Homology_Non_LTR_10	LINE/L1	2970678	2971433	756
CP002685.1	2971753	2973400	1182	Homology_Non_LTR_3	LINE/L1	2971991	2973607	3177	Homology_Non_LTR_11	LINE/L1	2971991	2973400	1410
CP002685.1	2971991	2973607	3177	Homology_Non_LTR_11	LINE/L1	2973582	2974068	524	Homology_Non_LTR_10	LINE/L1	2973582	2973607	26
CP002685.1	2996077	2996229	480	LTR_60-LTR	LTR/Copia	2996156	2996365	378	LTR_43-LTR	LTR/Copia	2996156	2996229	74
CP002685.1	3075735	3077332	9142	LTR_211-int	LTR/Gypsy	3077331	3078638	6072	LTR_211-int	LTR/Gypsy	3077331	3077332	2
CP002685.1	3089467	3090401	5990	LTR_229-int	LTR/Gypsy	3090396	3090878	3370	LTR_229-int	LTR/Gypsy	3090396	3090401	6
CP002685.1	3096319	3096498	311	LTR_78-LTR	LTR/Gypsy	3096338	3096542	662	LTR_20-LTR	LTR/Gypsy	3096338	3096498	161
CP002685.1	3118539	3119035	541	TIR_10	Unknown	3118631	3119052	1175	TIR_16	DNA/PIF-Harbinger	3118631	3119035	405
CP002685.1	3118539	3119035	541	TIR_10	Unknown	3118797	3119190	1099	TIR_16	DNA/PIF-Harbinger	3118797	3119035	239
CP002685.1	3118539	3119035	541	TIR_10	Unknown	3118825	3119331	771	TIR_10	Unknown	3118825	3119035	211
CP002685.1	3118631	3119052	1175	TIR_16	DNA/PIF-Harbinger	3118797	3119190	1099	TIR_16	DNA/PIF-Harbinger	3118797	3119052	256
CP002685.1	3118631	3119052	1175	TIR_16	DNA/PIF-Harbinger	3118825	3119331	771	TIR_10	Unknown	3118825	3119052	228
CP002685.1	3118797	3119190	1099	TIR_16	DNA/PIF-Harbinger	3118825	3119331	771	TIR_10	Unknown	3118825	3119190	366
CP002685.1	3155747	3156413	836	LTR_49-LTR	LTR/Gypsy	3156225	3156452	568	LTR_96-LTR	LTR/Gypsy	3156225	3156413	189
CP002685.1	3157900	3158028	505	LTR_195-int	LTR/Copia	3157941	3158955	1448	LTR_218-int	LTR/Copia	3157941	3158028	88
CP002685.1	3192310	3192433	767	TIR_2	Unknown	3192433	3193356	5120	Helitron_37	RC/Helitron	3192433	3192433	1
CP002685.1	3192433	3193356	5120	Helitron_37	RC/Helitron	3193355	3193960	4556	Helitron_34	RC/Helitron	3193355	3193356	2
CP002685.1	3197619	3198501	6205	TIR_39	Unknown	3198473	3198635	519	Helitron_13	RC/Helitron	3198473	3198501	29
CP002685.1	3210950	3211634	3540	Helitron_13	RC/Helitron	3211634	3212275	1923	TIR_2	Unknown	3211634	3211634	1
CP002685.1	3344513	3344656	235	LTR_244-int	LTR/Copia	3344607	3344789	256	LTR_274-int	LTR/Copia	3344607	3344656	50
CP002685.1	3354029	3354189	320	LTR_264-int	LTR/Copia	3354047	3354407	613	LTR_175-int	LTR/Copia	3354047	3354189	143
CP002685.1	3379184	3379682	1215	LTR_224-int	LTR/Copia	3379194	3379771	1176	LTR_182-int	LTR/Copia	3379194	3379682	489
CP002685.1	3537527	3537730	556	LTR_241-int	LTR/Gypsy	3537702	3539391	11083	LTR_241-int	LTR/Gypsy	3537702	3537730	29
CP002685.1	3537702	3539391	11083	LTR_241-int	LTR/Gypsy	3539391	3540226	5770	LTR_49-LTR	LTR/Gypsy	3539391	3539391	1
CP002685.1	3541660	3541829	597	LTR_133-LTR	LTR/Gypsy	3541819	3542996	5765	LTR_134-LTR	LTR/Gypsy	3541819	3541829	11
CP002685.1	3542997	3543377	1572	LTR_227-int	LTR/Gypsy	3543369	3545190	9673	LTR_227-int	LTR/Gypsy	3543369	3543377	9
CP002685.1	3566123	3567130	1801	LTR_202-int	LTR/Gypsy	3566221	3567239	1572	Homology_Non_LTR_1	LINE/L1	3566221	3567130	910
CP002685.1	3566123	3567130	1801	LTR_202-int	LTR/Gypsy	3566926	3567394	4808	Homology_Non_LTR_6	LINE/L1	3566926	3567130	205
CP002685.1	3566221	3567239	1572	Homology_Non_LTR_1	LINE/L1	3566926	3567394	4808	Homology_Non_LTR_6	LINE/L1	3566926	3567239	314
CP002685.1	3570849	3571612	1171	Homology_Non_LTR_6	LINE/L1	3570961	3571750	915	Homology_Non_LTR_1	LINE/L1	3570961	3571612	652
CP002685.1	3604313	3605141	1975	LTR_20-LTR	LTR/Gypsy	3605138	3605675	4151	LTR_20-LTR	LTR/Gypsy	3605138	3605141	4
CP002685.1	3651744	3652261	646	LTR_153-int	LTR/Gypsy	3652250	3652478	677	LTR_153-int	LTR/Gypsy	3652250	3652261	12
CP002685.1	3652575	3653221	1741	LTR_49-LTR	LTR/Gypsy	3652979	3653384	816	LTR_96-LTR	LTR/Gypsy	3652979	3653221	243
CP002685.1	3657039	3657769	2135	LTR_49-LTR	LTR/Gypsy	3657503	3657953	945	LTR_96-LTR	LTR/Gypsy	3657503	3657769	267
CP002685.1	3687124	3687537	2816	LTR_30-LTR	LTR/Copia	3687517	3691777	38638	LTR_259-int	LTR/Copia	3687517	3687537	21
CP002685.1	3708192	3708694	636	LTR_153-int	LTR/Gypsy	3708683	3708911	572	LTR_153-int	LTR/Gypsy	3708683	3708694	12
CP002685.1	3708987	3709700	1795	LTR_49-LTR	LTR/Gypsy	3709456	3709737	790	LTR_96-LTR	LTR/Gypsy	3709456	3709700	245
CP002685.1	3716824	3717206	1588	LTR_96-LTR	LTR/Gypsy	3717202	3717427	757	LTR_96-LTR	LTR/Gypsy	3717202	3717206	5
CP002685.1	3733028	3737019	23119	LTR_210-int	LTR/Gypsy	3737019	3737657	4637	LTR_211-int	LTR/Gypsy	3737019	3737019	1
CP002685.1	3737019	3737657	4637	LTR_211-int	LTR/Gypsy	3737654	3737921	1904	LTR_229-int	LTR/Gypsy	3737654	3737657	4
CP002685.1	3737654	3737921	1904	LTR_229-int	LTR/Gypsy	3737918	3739024	8194	LTR_229-int	LTR/Gypsy	3737918	3737921	4
CP002685.1	3739028	3739569	2618	LTR_20-LTR	LTR/Gypsy	3739566	3740503	6248	LTR_113-LTR	LTR/Gypsy	3739566	3739569	4
CP002685.1	3740962	3741659	1227	LTR_49-LTR	LTR/Gypsy	3741417	3741851	555	LTR_96-LTR	LTR/Gypsy	3741417	3741659	243
CP002685.1	3750209	3751823	11276	LTR_20-LTR	LTR/Gypsy	3751597	3752062	3430	LTR_71-LTR	LTR/Gypsy	3751597	3751823	227
CP002685.1	3766556	3767090	942	LTR_210-int	LTR/Gypsy	3766643	3768004	7909	LTR_211-int	LTR/Gypsy	3766643	3767090	448
CP002685.1	3766643	3768004	7909	LTR_211-int	LTR/Gypsy	3768001	3770943	20884	LTR_210-int	LTR/Gypsy	3768001	3768004	4
CP002685.1	3768001	3770943	20884	LTR_210-int	LTR/Gypsy	3770939	3771526	5054	LTR_229-int	LTR/Gypsy	3770939	3770943	5
CP002685.1	3816593	3816693	230	LTR_96-LTR	LTR/Gypsy	3816621	3816977	685	LTR_49-LTR	LTR/Gypsy	3816621	3816693	73
CP002685.1	3820575	3822157	9951	LTR_171-int	LTR/Gypsy	3822149	3823076	7183	LTR_171-int	LTR/Gypsy	3822149	3822157	9
CP002685.1	3822149	3823076	7183	LTR_171-int	LTR/Gypsy	3823075	3823532	2813	LTR_49-LTR	LTR/Gypsy	3823075	3823076	2
CP002685.1	3823960	3824305	635	LTR_49-LTR	LTR/Gypsy	3824213	3824328	236	LTR_96-LTR	LTR/Gypsy	3824213	3824305	93
CP002685.1	3826103	3826222	1540	LTR_113-LTR	LTR/Gypsy	3826216	3827905	4477	LTR_197-int	LTR/Gypsy	3826216	3826222	7
CP002685.1	3826216	3827905	4477	LTR_197-int	LTR/Gypsy	3827791	3828302	2169	LTR_150-int	LTR/Gypsy	3827791	3827905	115
CP002685.1	3827791	3828302	2169	LTR_150-int	LTR/Gypsy	3828172	3828475	1204	LTR_145-int	LTR/Gypsy	3828172	3828302	131
CP002685.1	3828172	3828475	1204	LTR_145-int	LTR/Gypsy	3828461	3830274	10116	LTR_150-int	LTR/Gypsy	3828461	3828475	15
CP002685.1	3837881	3839323	10712	TIR_110	DNA/CMC-EnSpm	3839320	3841420	16999	TIR_110	DNA/CMC-EnSpm	3839320	3839323	4
CP002685.1	3878798	3879016	555	LTR_210-int	LTR/Gypsy	3878822	3882532	24247	LTR_229-int	LTR/Gypsy	3878822	3879016	195
CP002685.1	3888504	3890273	10718	LTR_153-int	LTR/Gypsy	3890270	3890422	458	LTR_241-int	LTR/Gypsy	3890270	3890273	4
CP002685.1	3896683	3896818	720	LTR_241-int	LTR/Gypsy	3896816	3898037	5282	LTR_153-int	LTR/Gypsy	3896816	3896818	3
CP002685.1	3901485	3902004	3174	LTR_68-LTR	LTR/Gypsy	3901999	3902230	1657	LTR_99-LTR	LTR/Gypsy	3901999	3902004	6
CP002685.1	3945195	3945369	1263	LTR_49-LTR	LTR/Gypsy	3945369	3945825	3480	LTR_49-LTR	LTR/Gypsy	3945369	3945369	1
CP002685.1	3948256	3949282	7668	LTR_97-LTR	LTR/Gypsy	3949276	3954798	37570	LTR_150-int	LTR/Gypsy	3949276	3949282	7
CP002685.1	3959084	3959398	5770	LTR_15-LTR	LTR/Gypsy	3959398	3961052	5972	LTR_260-int	LTR/Gypsy	3959398	3959398	1
CP002685.1	3959398	3961052	5972	LTR_260-int	LTR/Gypsy	3961028	3962411	4982	LTR_260-int	LTR/Gypsy	3961028	3961052	25
CP002685.1	3965157	3966320	4910	LTR_227-int	LTR/Gypsy	3966288	3966419	863	LTR_113-LTR	LTR/Gypsy	3966288	3966320	33
CP002685.1	3966288	3966419	863	LTR_113-LTR	LTR/Gypsy	3966410	3969875	27447	LTR_229-int	LTR/Gypsy	3966410	3966419	10
CP002685.1	3970048	3971188	6805	LTR_229-int	LTR/Gypsy	3971187	3971499	2549	LTR_229-int	LTR/Gypsy	3971187	3971188	2
CP002685.1	3976802	3977963	7621	LTR_49-LTR	LTR/Gypsy	3977959	3980063	8626	LTR_260-int	LTR/Gypsy	3977959	3977963	5
CP002685.1	3977959	3980063	8626	LTR_260-int	LTR/Gypsy	3979121	3980973	3065	LTR_215-int	LTR/Gypsy	3979121	3980063	943
CP002685.1	4021466	4021698	609	Helitron_37	RC/Helitron	4021590	4022097	351	Helitron_23	RC/Helitron	4021590	4021698	109
CP002685.1	4023390	4023536	457	Helitron_33	RC/Helitron	4023521	4023934	633	Helitron_33	RC/Helitron	4023521	4023536	16
CP002685.1	4024558	4024859	2421	TIR_9	Unknown	4024762	4024990	981	TIR_37	DNA/TcMar	4024762	4024859	98
CP002685.1	4061616	4062458	2157	LTR_235-int	LTR/Copia	4062456	4064964	6366	LTR_235-int	LTR/Copia	4062456	4062458	3
CP002685.1	4073855	4074010	388	LTR_171-int	LTR/Gypsy	4074010	4074210	511	LTR_96-LTR	LTR/Gypsy	4074010	4074010	1
CP002685.1	4097137	4097772	2084	TIR_2	Unknown	4097761	4097895	638	TIR_2	Unknown	4097761	4097772	12
CP002685.1	4103954	4104826	5966	TIR_85	DNA/MULE	4104816	4105050	1763	TIR_85	DNA/MULE	4104816	4104826	11
CP002685.1	4116418	4120492	8699	LTR_230-int	LTR/Copia	4120462	4120724	349	LTR_23-LTR	LTR/Copia	4120462	4120492	31
CP002685.1	4126642	4127913	8147	LTR_205-int	LTR/Gypsy	4127053	4129353	8309	LTR_210-int	LTR/Gypsy	4127053	4127913	861
CP002685.1	4131166	4131916	4401	LTR_113-LTR	LTR/Gypsy	4131911	4132419	1808	LTR_20-LTR	LTR/Gypsy	4131911	4131916	6
CP002685.1	4132583	4133333	4349	LTR_134-LTR	LTR/Gypsy	4133333	4134061	3895	LTR_134-LTR	LTR/Gypsy	4133333	4133333	1
CP002685.1	4146747	4147515	2846	TIR_2	Unknown	4147367	4147752	313	Helitron_23	RC/Helitron	4147367	4147515	149
CP002685.1	4146747	4147515	2846	TIR_2	Unknown	4147485	4148102	1223	TIR_2	Unknown	4147485	4147515	31
CP002685.1	4147367	4147752	313	Helitron_23	RC/Helitron	4147485	4148102	1223	TIR_2	Unknown	4147485	4147752	268
CP002685.1	4153381	4154976	7832	LTR_20-LTR	LTR/Gypsy	4154970	4155489	2597	LTR_210-int	LTR/Gypsy	4154970	4154976	7
CP002685.1	4162311	4164233	13492	TIR_110	DNA/CMC-EnSpm	4164225	4166327	6473	TIR_110	DNA/CMC-EnSpm	4164225	4164233	9
CP002685.1	4164225	4166327	6473	TIR_110	DNA/CMC-EnSpm	4166325	4166736	1178	TIR_110	DNA/CMC-EnSpm	4166325	4166327	3
CP002685.1	4169556	4171313	12926	LTR_171-int	LTR/Gypsy	4171309	4172766	6791	LTR_171-int	LTR/Gypsy	4171309	4171313	5
CP002685.1	4174046	4174393	1329	LTR_144-LTR	LTR/Gypsy	4174392	4175324	4035	LTR_53-LTR	LTR/Gypsy	4174392	4174393	2
CP002685.1	4183674	4184380	4983	LTR_133-LTR	LTR/Gypsy	4184372	4184976	4072	LTR_134-LTR	LTR/Gypsy	4184372	4184380	9
CP002685.1	4202589	4202700	271	LTR_148-int	LTR/Gypsy	4202674	4202822	330	LTR_172-int	LTR/Gypsy	4202674	4202700	27
CP002685.1	4203242	4204799	9964	LTR_134-LTR	LTR/Gypsy	4204628	4205065	2709	LTR_133-LTR	LTR/Gypsy	4204628	4204799	172
CP002685.1	4208008	4209541	6130	LTR_146-int	LTR/Gypsy	4209424	4209555	381	LTR_206-int	LTR/Gypsy	4209424	4209541	118
CP002685.1	4247058	4247475	448	LTR_268-int	LTR/Copia	4247357	4247509	416	LTR_274-int	LTR/Copia	4247357	4247475	119
CP002685.1	4248191	4248420	415	LTR_250-int	LTR/Copia	4248292	4248442	258	LTR_175-int	LTR/Copia	4248292	4248420	129
CP002685.1	4248892	4249092	244	LTR_250-int	LTR/Copia	4249030	4249167	243	LTR_196-int	LTR/Copia	4249030	4249092	63
CP002685.1	4259186	4259859	1094	Homology_Non_LTR_9	LINE/L1	4259388	4260533	539	Homology_Non_LTR_12	LINE/L1	4259388	4259859	472
CP002685.1	4259388	4260533	539	Homology_Non_LTR_12	LINE/L1	4260093	4260618	1243	Homology_Non_LTR_9	LINE/L1	4260093	4260533	441
CP002685.1	4276615	4279355	15766	LTR_238-int	LTR/Copia	4279353	4280911	9307	LTR_238-int	LTR/Copia	4279353	4279355	3
CP002685.1	4283216	4283428	429	TIR_92	DNA/MULE	4283229	4283471	291	TIR_33	DNA/TcMar	4283229	4283428	200
CP002685.1	4283931	4285555	9575	LTR_20-LTR	LTR/Gypsy	4285238	4285858	1851	LTR_113-LTR	LTR/Gypsy	4285238	4285555	318
CP002685.1	4287293	4287689	2348	LTR_229-int	LTR/Gypsy	4287663	4287977	1480	LTR_145-int	LTR/Gypsy	4287663	4287689	27
CP002685.1	4287663	4287977	1480	LTR_145-int	LTR/Gypsy	4287800	4291192	12763	LTR_229-int	LTR/Gypsy	4287800	4287977	178
CP002685.1	4287800	4291192	12763	LTR_229-int	LTR/Gypsy	4288371	4291193	12487	LTR_210-int	LTR/Gypsy	4288371	4291192	2822
CP002685.1	4351535	4352611	8423	Helitron_23	RC/Helitron	4352598	4353558	6791	Helitron_19	RC/Helitron	4352598	4352611	14
CP002685.1	4362005	4363577	6334	LTR_153-int	LTR/Gypsy	4363576	4364699	3440	LTR_153-int	LTR/Gypsy	4363576	4363577	2
CP002685.1	4363576	4364699	3440	LTR_153-int	LTR/Gypsy	4364693	4365406	1655	LTR_154-int	LTR/Gypsy	4364693	4364699	7
CP002685.1	4364693	4365406	1655	LTR_154-int	LTR/Gypsy	4364781	4370210	24851	LTR_153-int	LTR/Gypsy	4364781	4365406	626
CP002685.1	4409414	4410078	648	LTR_150-int	LTR/Gypsy	4410076	4410688	991	LTR_150-int	LTR/Gypsy	4410076	4410078	3
CP002685.1	4434767	4434949	360	TIR_96	DNA/MULE	4434924	4435174	350	TIR_96	DNA/MULE	4434924	4434949	26
CP002685.1	4438012	4438302	1968	TIR_38	Unknown	4438140	4438336	468	TIR_13	DNA/PIF-Harbinger	4438140	4438302	163
CP002685.1	4461786	4462744	5442	LTR_49-LTR	LTR/Gypsy	4462602	4462953	1532	LTR_96-LTR	LTR/Gypsy	4462602	4462744	143
CP002685.1	4462602	4462953	1532	LTR_96-LTR	LTR/Gypsy	4462953	4466893	26112	LTR_171-int	LTR/Gypsy	4462953	4462953	1
CP002685.1	4462953	4466893	26112	LTR_171-int	LTR/Gypsy	4466893	4467350	3248	LTR_171-int	LTR/Gypsy	4466893	4466893	1
CP002685.1	4468582	4469545	2487	LTR_266-int	LTR/Copia	4469155	4470374	1695	LTR_239-int	LTR/Copia	4469155	4469545	391
CP002685.1	4489577	4490683	2201	LTR_234-int	LTR/Gypsy	4490681	4491068	2756	LTR_64-LTR	LTR/Gypsy	4490681	4490683	3
CP002685.1	4496625	4499619	22055	LTR_215-int	LTR/Gypsy	4499301	4500280	4956	LTR_216-int	LTR/Gypsy	4499301	4499619	319
CP002685.1	4504971	4505372	3780	LTR_134-LTR	LTR/Gypsy	4505053	4505917	4518	LTR_28-LTR	LTR/Gypsy	4505053	4505372	320
CP002685.1	4515444	4517935	14465	LTR_229-int	LTR/Gypsy	4517810	4518963	3168	LTR_228-int	LTR/Gypsy	4517810	4517935	126
CP002685.1	4546508	4546741	309	Homology_Non_LTR_8	LINE/L1	4546544	4547505	1536	Homology_Non_LTR_7	LINE/L1	4546544	4546741	198
CP002685.1	4593647	4595430	11576	LTR_134-LTR	LTR/Gypsy	4595430	4595623	1469	LTR_197-int	LTR/Gypsy	4595430	4595430	1
CP002685.1	4595430	4595623	1469	LTR_197-int	LTR/Gypsy	4595620	4595983	2667	LTR_227-int	LTR/Gypsy	4595620	4595623	4
CP002685.1	4595984	4596295	2362	LTR_49-LTR	LTR/Gypsy	4596290	4597823	11864	LTR_171-int	LTR/Gypsy	4596290	4596295	6
CP002685.1	4600008	4600257	319	TIR_96	DNA/MULE	4600226	4600361	313	TIR_96	DNA/MULE	4600226	4600257	32
CP002685.1	4678249	4681997	17884	LTR_172-int	LTR/Gypsy	4681887	4682011	437	LTR_206-int	LTR/Gypsy	4681887	4681997	111
CP002685.1	4682012	4682930	5459	LTR_144-LTR	LTR/Gypsy	4682924	4683300	1930	LTR_144-LTR	LTR/Gypsy	4682924	4682930	7
CP002685.1	4682924	4683300	1930	LTR_144-LTR	LTR/Gypsy	4683297	4683476	826	LTR_49-LTR	LTR/Gypsy	4683297	4683300	4
CP002685.1	4693482	4694323	6492	LTR_97-LTR	LTR/Gypsy	4694317	4697932	30621	LTR_205-int	LTR/Gypsy	4694317	4694323	7
CP002685.1	4710897	4712764	15119	LTR_171-int	LTR/Gypsy	4712764	4714827	9295	LTR_171-int	LTR/Gypsy	4712764	4712764	1
CP002685.1	4718485	4719376	3026	LTR_146-int	LTR/Gypsy	4719374	4719633	852	LTR_210-int	LTR/Gypsy	4719374	4719376	3
CP002685.1	4719854	4721192	3070	LTR_146-int	LTR/Gypsy	4721154	4721263	361	LTR_171-int	LTR/Gypsy	4721154	4721192	39
CP002685.1	4731575	4732005	644	LTR_96-LTR	LTR/Gypsy	4731771	4732460	1448	LTR_49-LTR	LTR/Gypsy	4731771	4732005	235
CP002685.1	4746743	4746848	411	TIR_3	Unknown	4746745	4746869	366	Helitron_16	RC/Helitron	4746745	4746848	104
CP002685.1	4747852	4748336	813	TIR_10	Unknown	4748336	4748704	568	TIR_3	Unknown	4748336	4748336	1
